Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Gender_Male,Cluster,Workout_Type
1.4550519596975007,-1.0907098219914417,-0.6185973142714327,-1.4249661605829753,0.07139988778316128,0.234449702675696,0.6246039945754113,0.04291334480966081,-0.1577722775589487,-0.6971477869314895,1,-0.9780071833346343,False,0,HIIT
0.6222438449318227,-1.0074886734105597,0.714198981752972,-0.882882867421874,-1.5008906956180934,0.5157454619927222,-2.012825872371982,-0.3254458878807181,-0.318172007797309,-0.6971477869314895,0,-1.6136443819708945,True,0,Yoga
-0.5436875157401263,0.02142734540761714,-0.7211201062733102,0.6659265416098441,1.5753300110365354,-1.312676973567948,-1.7352016758512039,-0.24172788045108662,-1.4409701194658293,-0.6971477869314895,1,0.6375706965325283,False,0,HIIT
-1.1266531960761008,2.3137917108628194,1.8419496937736242,0.5884860711582581,-0.8856465542871678,-0.04684605664133017,-0.17356557042182622,1.4158886666556167,1.2858252945862927,-0.6971477869314895,0,1.1672683620627455,True,0,Yoga
-0.04400264688071957,2.064128265120174,0.30410781374546214,-0.41824004471235865,-0.6805651738435258,-0.4687896956168694,-0.9717351354190636,0.31081096858448115,-2.24296877065763,-1.3032249764578974,0,2.2266636931231796,True,0,Cardio
1.4550519596975007,-1.5749055955529365,-0.6185973142714327,-1.4249661605829753,-1.6376116159138547,1.0783369806267744,-0.2776746441171181,1.1479910428807958,0.16302718291777177,0.5150065921213263,1,-1.5871594986943833,False,0,Yoga
-0.21056426983385515,0.218131878416974,-0.6185973142714327,0.12384324844874273,-0.8172860941392871,1.2189848602852875,-1.457577479330426,0.6121957953311545,-0.4785717380356692,-1.3032249764578974,0,0.7964799961915938,False,0,Yoga
0.12255897607241602,0.3240497038835515,-0.5160745222695575,-0.41824004471235865,-0.7489256339914064,-0.8907333345924087,-1.0758442091143556,-0.5933435116555384,-1.4409701194658293,-0.6971477869314895,1,0.8494497627446154,False,0,Cardio
-0.8768107616463975,0.2559596732264658,1.4318585257661143,0.74336701206143,1.096806790001371,1.922224258577853,-0.17356557042182622,0.7796318101904174,0.9650258341095723,-1.3032249764578974,0,-0.6337037007399929,True,0,Mixed
-0.8768107616463975,-1.4538566521625627,-1.336256858284575,1.3628907756741173,1.2335277102971323,-0.4687896956168694,-0.5552988406378963,-0.09103546707774965,0.16302718291777177,-0.09107059740508158,1,-1.0044920666111445,False,0,Mixed
0.2058397875489838,-1.2874143550007986,-0.7211201062733102,-0.1859186333576009,-1.5008906956180934,-1.0313812142509218,0.8328221419659951,-1.2296003681207377,0.3234269131561313,1.727160971174142,3,-1.16340136627021,True,1,Yoga
1.2052095252677972,-0.7956530224774053,-0.6185973142714327,-1.5798471014861473,-0.5438442535477646,1.0783369806267744,-1.3534684056351338,1.1479910428807958,-0.1577722775589487,-0.6971477869314895,0,-0.5807339341869715,True,0,Mixed
1.5383327711740684,0.12734517087419459,-0.0034605622601702533,-1.4249661605829753,-0.8856465542871678,0.09380182301718291,-1.3881714302002313,0.9638114265356069,-1.2805703892274698,-0.09107059740508158,1,0.18732768083184395,True,0,Strength
0.2058397875489838,0.9217288618735222,-0.31102893826580263,-1.0377638083250458,-0.40712333325200323,-0.8907333345924087,0.5899009700103139,-0.15800987302145517,1.606624755063012,1.1210837816477341,2,1.4056323115513427,False,1,Mixed
-1.5430572534589397,-0.12231827486845209,-1.54130244228833,1.8275335983836327,2.600736913254745,0.7970412213097483,-0.6247048897680909,2.6549151766141628,-0.9597709287507492,-0.6971477869314895,0,1.1407834787862343,False,0,HIIT
0.03927816459584822,-1.4992500059339529,-0.4135517302676801,-0.4956805151639445,-0.33876287310412256,-0.04684605664133017,0.485791896315022,0.8633498176200489,0.002627452679411528,-0.09107059740508158,1,-1.6136443819708945,False,0,Strength
-1.6263380649355077,-0.765390786629812,-0.10598335426204772,1.595212187028875,1.5753300110365354,0.9376891009682614,-1.214656307374745,0.6121957953311545,1.2858252945862927,-1.3032249764578974,0,-0.8720676502285903,True,0,Mixed
0.2058397875489838,0.6191065033975879,-0.6185973142714327,-0.10847816290601499,0.07139988778316128,0.9376891009682614,-2.012825872371982,1.0810166369370908,-1.2805703892274698,-1.3032249764578974,0,1.3526625449983212,True,0,Strength
0.7055246564083906,-0.2887605720302151,0.714198981752972,-0.96032333787346,-0.8172860941392871,-1.734620612543487,1.9433189280491077,-2.1504984498466837,0.48382664339449155,1.727160971174142,3,-0.7926130003990576,False,1,Strength
1.371771148220933,0.48292644208341656,0.919244565756727,-0.8054423969702882,0.07139988778316128,1.6409284992608268,-0.9370321108539663,0.47824698344374406,1.1254255643479318,-0.6971477869314895,0,-0.0775211519332646,True,0,Mixed
-1.6263380649355077,-1.3555043856578843,-0.10598335426204772,1.8275335983836327,2.4640159929589838,-0.4687896956168694,-1.3534684056351338,-0.9617027443459167,-1.7617695799425497,0.5150065921213263,1,-1.6136443819708945,True,0,HIIT
-0.04400264688071957,1.118433394882879,0.20158502174358467,-0.2633591038091868,1.0284463298534903,1.0783369806267744,0.034652576968757294,1.2149654488245012,0.3234269131561313,-0.6971477869314895,0,1.1937532453392568,True,0,HIIT
0.9553670908380939,-2.240674784199992,-2.2589619863014723,-0.5731209856155305,-0.33876287310412256,0.5157454619927222,-2.012825872371982,1.3321706592259852,-1.7617695799425497,-0.6971477869314895,0,-1.6136443819708945,False,0,Strength
-0.7935299501698297,-1.5068155648958514,-0.4135517302676801,0.3561646598035004,0.6182835689662064,0.234449702675696,-0.8676260617237721,-0.10777906856367618,0.48382664339449155,-0.6971477869314895,0,-1.6136443819708945,True,0,Mixed
0.03927816459584822,1.6026291684443743,1.0217673577586044,0.5110456007066723,1.5753300110365354,0.6563933416512352,-1.9434198232417876,-0.7942667294866538,-1.6013698497041895,-0.6971477869314895,0,1.0878137122332128,True,0,HIIT
0.2891205990255516,1.2697445741208462,-0.4135517302676801,0.20128371890032865,0.4815626486704451,-0.32814181595835634,-0.10415952129163157,0.6624265997889335,0.48382664339449155,0.5150065921213263,1,2.0147846269110925,False,0,Mixed
0.4556822219786872,-0.7048663149346254,-0.7211201062733102,-0.031037692454429083,0.34484172837468385,-0.18749393629984326,0.13876165066404925,-1.2463439696066638,1.2858252945862927,-0.09107059740508158,2,-0.34236998469837315,False,1,Mixed
1.7048943941272041,1.3454001637398298,2.252040861781132,-2.1993708650988344,-2.2528557572447805,0.09380182301718291,-0.48589279150770204,0.3945289760141126,0.6442263736328518,0.5150065921213263,1,-0.0775211519332646,False,0,Yoga
0.538963033455255,2.086824942005869,1.8419496937736242,-0.7280019265187022,-1.2958093151744516,1.0783369806267744,-0.7982200125935774,1.6000682830008055,-0.1577722775589487,0.5150065921213263,1,0.9289044125741481,False,0,Yoga
-0.46040670426355856,0.5131886779310104,0.5091533977492171,0.20128371890032865,-1.2958093151744516,-1.312676973567948,0.5899009700103139,0.12663135223929228,1.2858252945862927,1.727160971174142,2,0.293267213937887,False,1,Yoga
-0.5436875157401263,0.31648414492165355,1.1242901497604818,0.27872418935191456,0.34484172837468385,-2.0159163718605133,2.828246054459089,-1.7988828186422317,2.248223676016453,1.1210837816477341,3,-0.4218246345279059,False,1,Mixed
-1.5430572534589397,-1.6127333903624284,-2.2589619863014723,1.8275335983836327,0.6866440291140871,0.3750975823342091,0.20816769979424385,-0.20824067747923358,-0.1577722775589487,-0.6971477869314895,1,-0.527764167633949,True,0,Cardio
1.2884903367443652,-1.6656923030957165,-0.8236428982751877,-1.889608983292491,-0.8856465542871678,-0.04684605664133017,1.457476584137746,-1.1961131651488852,1.1254255643479318,1.727160971174142,3,-1.6136443819708945,True,1,Mixed
-1.2099340075526688,-0.12988383383035002,-0.5160745222695575,1.2854503052225315,2.1222136922195807,0.3750975823342091,0.13876165066404925,-0.15800987302145517,-1.1201706589891094,0.5150065921213263,1,0.21381256410835425,True,0,HIIT
-0.04400264688071957,-0.2584983361826223,-0.2085061462639252,0.3561646598035004,1.301888170445013,-1.312676973567948,1.353367510442454,-0.5263691057118335,0.3234269131561313,1.1210837816477341,2,-0.13049091848628613,True,1,HIIT
-1.043372384599533,-0.6821696380489299,-0.5160745222695575,0.6659265416098441,1.643690471184416,-0.6094375752753824,0.2775737489244385,0.4615033819578181,-0.4785717380356692,-0.6971477869314895,1,-0.5012792843574387,False,0,HIIT
1.4550519596975007,-1.9834457794954476,-2.3614847783033497,-1.1152042787766319,-1.022367474582929,0.09380182301718291,1.5962886823981353,-1.5477287963533373,-0.6389714682740287,1.727160971174142,3,-1.0839467164406773,True,1,Cardio
-0.293845081310423,-0.6065140484299464,0.4066306057473396,0.43360513025508635,0.20812080807892255,-0.18749393629984326,-1.596389577590815,-0.5431127071977594,-1.4409701194658293,-0.09107059740508158,1,-0.9780071833346343,False,0,Strength
